k,type,score,label
2,Kmeans,0.449298,1
2,Kmeans,0.379295,0
2,Kmeans,0.315371,0
2,Kmeans,0.443112,0
2,Kmeans,0.296475,1
2,Kmeans,0.129805,0
2,Kmeans,0.593687,1
2,Kmeans,0.098639,0
2,Kmeans,0.567653,1
2,Kmeans,0.285962,1
2,Kmeans,0.376795,0
2,Kmeans,0.393155,0
2,Kmeans,0.316314,1
2,Kmeans,0.43333,0
2,Kmeans,0.389047,0
2,Kmeans,0.583045,1
2,Kmeans,0.589369,1
2,Kmeans,0.372533,1
2,Kmeans,0.392252,1
2,Kmeans,0.390944,1
2,Kmeans,0.088426,0
2,Kmeans,0.117092,0
2,Kmeans,0.395623,1
2,Kmeans,0.492369,1
2,Kmeans,0.404357,0
2,Kmeans,0.570611,1
2,Kmeans,0.598254,1
2,Kmeans,0.180035,0
2,Kmeans,0.540409,1
2,Kmeans,0.273101,0
2,Kmeans,0.259477,0
2,Kmeans,0.480765,1
2,Kmeans,0.605338,1
2,Kmeans,0.575915,1
2,Kmeans,0.472151,1
2,Kmeans,0.324071,1
2,Kmeans,0.415633,0
2,Kmeans,0.114223,0
2,Kmeans,0.379135,0
2,Kmeans,0.534469,1
2,Kmeans,0.396979,0
2,Kmeans,0.322611,1
2,Kmeans,0.343525,0
2,Kmeans,0.28329,1
2,Kmeans,0.414766,0
2,Kmeans,0.572977,1
2,Kmeans,0.373259,1
2,Kmeans,0.461024,1
2,Kmeans,0.460474,1
2,Kmeans,0.113774,0
2,Kmeans,0.474757,1
2,Kmeans,0.135421,0
2,Kmeans,0.124228,0
2,Kmeans,0.59151,1
2,Kmeans,0.573649,1
2,Kmeans,0.389695,1
2,Kmeans,0.569949,1
2,Kmeans,0.105779,0
2,Kmeans,0.101681,0
2,Kmeans,0.58789,1
2,Kmeans,0.359951,0
2,Kmeans,0.140052,0
2,Kmeans,0.113986,0
2,Kmeans,0.241555,1
2,Kmeans,0.284611,1
2,Kmeans,0.596229,1
2,Kmeans,0.117975,0
2,Kmeans,0.384478,0
2,Kmeans,0.590403,1
2,Kmeans,0.12466,0
2,Kmeans,0.361569,0
2,Kmeans,0.408719,0
2,Kmeans,0.243694,1
2,Kmeans,0.544516,1
2,Kmeans,0.566902,1
2,Kmeans,0.325293,0
2,Kmeans,0.582472,1
2,Kmeans,0.523467,1
2,Kmeans,0.308504,1
2,Kmeans,0.32096,1
2,Kmeans,0.346964,0
2,Kmeans,0.394065,1
2,Kmeans,0.18512,1
2,Kmeans,0.589565,1
2,Kmeans,0.555925,1
2,Kmeans,0.353586,1
2,Kmeans,0.391433,0
2,Kmeans,0.603928,1
2,Kmeans,0.572134,1
2,Kmeans,0.581048,1
2,Kmeans,0.504852,1
2,Kmeans,0.446393,1
2,Kmeans,0.273831,1
2,Kmeans,0.338123,1
2,Kmeans,0.602302,1
2,Kmeans,0.184921,1
2,Kmeans,0.134218,1
2,Kmeans,0.368986,0
2,Kmeans,0.390778,0
2,Kmeans,0.327796,0
2,Kmeans,0.396625,1
2,Kmeans,0.416131,0
2,Kmeans,0.552804,1
2,Kmeans,0.372858,0
2,Kmeans,0.566076,1
2,Kmeans,0.557447,1
2,Kmeans,0.125177,0
2,Kmeans,0.306447,1
2,Kmeans,0.584476,1
2,Kmeans,0.415678,1
2,Kmeans,0.281205,1
2,Kmeans,0.13984,0
2,Kmeans,0.410763,0
2,Kmeans,0.537828,1
2,Kmeans,0.284452,1
2,Kmeans,0.395744,0
2,Kmeans,0.194486,1
2,Kmeans,0.516752,1
2,Kmeans,0.561893,1
2,Kmeans,0.404486,0
2,Kmeans,0.276425,0
2,Kmeans,0.349207,0
2,Kmeans,0.310518,1
2,Kmeans,0.447708,1
2,Kmeans,0.111306,0
2,Kmeans,0.588927,1
2,Kmeans,0.606868,1
2,Kmeans,0.571299,1
2,Kmeans,0.602866,1
2,Kmeans,0.320884,1
2,Kmeans,0.583829,1
2,Kmeans,0.593049,1
2,Kmeans,0.385818,1
2,Kmeans,0.499991,1
2,Kmeans,0.39465,0
2,Kmeans,0.42178,0
2,Kmeans,0.366853,0
2,Kmeans,0.589631,1
2,Kmeans,0.5592,1
2,Kmeans,0.373698,0
2,Kmeans,0.58906,1
2,Kmeans,0.601094,1
2,Kmeans,0.443018,1
2,Kmeans,0.602139,1
2,Kmeans,0.263403,1
2,Kmeans,0.262573,0
2,Kmeans,0.238316,1
2,Kmeans,0.253709,1
2,Kmeans,0.452078,1
2,Kmeans,0.59347,1
2,Kmeans,0.367351,0
2,Kmeans,0.402623,0
2,Kmeans,0.594473,1
2,Kmeans,0.450539,1
2,Kmeans,0.600572,1
2,Kmeans,0.470456,1
2,Kmeans,0.268344,1
2,Kmeans,0.154446,1
2,Kmeans,0.518069,1
2,Kmeans,0.490759,1
2,Kmeans,0.110285,0
2,Kmeans,0.309917,0
2,GMM,0.035026,1
2,GMM,0.456289,0
2,GMM,0.55528,1
2,GMM,0.168152,1
2,GMM,0.165672,0
2,GMM,0.118071,1
2,GMM,0.161172,1
2,GMM,0.463829,1
2,GMM,0.255148,1
2,GMM,0.298774,0
2,GMM,0.443954,0
2,GMM,0.4301,0
2,GMM,0.493319,0
2,GMM,0.491733,1
2,GMM,0.510417,1
2,GMM,0.250506,0
2,GMM,0.180194,1
2,GMM,0.509689,0
2,GMM,0.347798,1
2,GMM,0.300467,0
2,GMM,0.490861,0
2,GMM,0.230353,0
2,GMM,0.425595,0
2,GMM,0.580979,1
2,GMM,0.108486,1
2,GMM,0.100888,1
2,GMM,0.045689,0
2,GMM,0.481593,1
2,GMM,0.55662,1
2,GMM,0.575285,1
2,GMM,0.455706,0
2,GMM,0.548875,1
2,GMM,0.561258,1
2,GMM,0.200119,1
2,GMM,0.514256,1
2,GMM,0.488572,0
2,GMM,0.408135,0
2,GMM,0.390433,0
2,GMM,0.5736,1
2,GMM,0.173952,1
2,GMM,0.335497,0
2,GMM,0.352675,1
2,GMM,0.452269,1
2,GMM,-0.039189,1
2,GMM,0.346917,1
2,GMM,0.42547,0
2,GMM,0.090818,1
2,GMM,0.234717,1
2,GMM,0.542308,1
2,GMM,0.483087,1
2,GMM,0.228607,1
2,GMM,0.333797,1
2,GMM,0.562437,1
2,GMM,0.458972,0
2,GMM,0.404797,0
2,GMM,0.564748,1
2,GMM,0.466373,0
2,GMM,0.141983,1
2,GMM,0.238824,1
2,GMM,0.142746,1
2,GMM,0.559697,1
2,GMM,0.580219,1
2,GMM,0.430567,0
2,GMM,0.358712,1
2,GMM,0.231799,1
2,GMM,0.056165,1
2,GMM,0.340017,0
2,GMM,0.433607,0
2,GMM,0.565951,1
2,GMM,0.542744,1
2,GMM,0.161286,1
2,GMM,0.351047,0
2,GMM,0.159425,1
2,GMM,0.512781,1
2,GMM,0.309347,0
2,GMM,0.248205,0
2,GMM,0.504826,0
2,GMM,0.476101,0
2,GMM,0.314268,1
2,GMM,0.38476,0
2,GMM,0.477454,0
2,GMM,0.475955,1
2,GMM,0.433009,0
2,GMM,0.455219,0
2,GMM,0.346606,1
2,GMM,0.367049,0
2,GMM,0.252779,0
2,GMM,0.155659,1
2,GMM,0.556594,1
2,GMM,0.549313,1
2,GMM,0.282941,1
2,GMM,0.571049,1
2,GMM,0.383945,1
2,GMM,0.515049,0
2,GMM,0.575481,1
2,GMM,0.194984,1
2,GMM,0.26484,0
2,GMM,0.285216,1
2,GMM,0.512925,1
2,GMM,0.435834,0
2,GMM,0.558997,1
2,GMM,0.337673,1
2,GMM,0.473883,0
2,GMM,0.502377,1
2,GMM,0.460164,0
2,GMM,0.47443,0
2,GMM,0.555713,1
2,GMM,0.496938,1
2,GMM,0.150627,1
2,GMM,0.461751,0
2,GMM,0.36315,0
2,GMM,0.466187,0
2,GMM,0.278424,0
2,GMM,0.587845,1
2,GMM,0.581275,1
2,GMM,0.162076,1
2,GMM,0.246117,0
2,GMM,0.443954,1
2,GMM,0.169282,1
2,GMM,-0.030267,1
2,GMM,0.213277,1
2,GMM,0.347602,1
2,GMM,0.272509,1
2,GMM,0.580327,1
2,GMM,0.497613,0
2,GMM,0.515515,0
2,GMM,0.020887,1
2,GMM,0.47843,0
2,GMM,0.553036,1
2,GMM,0.45066,0
2,GMM,0.476786,0
2,GMM,0.468683,0
2,GMM,0.579872,1
2,GMM,0.498905,0
2,GMM,0.496598,1
2,GMM,0.507362,0
2,GMM,0.229941,1
2,GMM,0.558088,1
2,GMM,0.427262,0
2,GMM,0.561935,1
2,GMM,0.314805,0
2,GMM,0.082047,1
2,GMM,0.452073,0
2,GMM,0.315012,0
2,GMM,0.577825,1
2,GMM,0.145914,1
2,GMM,0.34982,0
2,GMM,0.582311,1
2,GMM,0.430836,1
2,GMM,0.473396,0
2,GMM,0.578385,1
2,GMM,0.262092,0
2,GMM,0.446977,1
2,GMM,0.148249,1
2,GMM,0.144968,1
2,GMM,0.330191,0
2,GMM,0.443061,0
2,GMM,0.440024,0
2,GMM,0.463429,0
2,GMM,0.562425,1
2,GMM,0.561278,1
2,GMM,0.485906,1
2,GMM,0.478121,1
2,GMM,0.465133,0
2,GMM,0.555583,1
2,GMM,0.565884,1
2,GMM,0.245425,0
2,GMM,0.146219,1
2,GMM,0.585619,1
2,GMM,0.42632,1
2,GMM,0.426742,0
2,GMM,0.306692,0
2,GMM,0.511831,0
2,GMM,0.279826,1
2,GMM,0.128549,1
2,GMM,0.575054,1
2,GMM,-0.033526,1
2,GMM,0.555379,1
2,GMM,0.183237,1
2,GMM,0.419906,0
2,GMM,0.439743,0
2,GMM,0.226041,1
2,GMM,0.499581,0
2,GMM,0.432097,0
2,GMM,0.569826,1
2,GMM,0.573451,1
2,GMM,0.311107,1
2,GMM,0.36597,1
2,GMM,0.341739,1
2,GMM,0.154168,1
2,GMM,0.148699,1
2,GMM,0.339792,1
2,GMM,0.488375,1
2,GMM,0.47371,0
2,GMM,0.558826,1
2,GMM,0.582199,1
2,GMM,0.213805,0
2,GMM,0.52918,1
2,GMM,0.232433,0
2,GMM,0.293448,0
2,GMM,0.475769,1
2,GMM,0.587916,1
2,GMM,0.558457,1
2,GMM,0.471186,1
2,GMM,0.237953,1
2,GMM,0.469766,0
2,GMM,0.047306,1
2,GMM,0.43531,0
2,GMM,0.523296,1
2,GMM,0.444311,0
2,GMM,0.238451,1
2,GMM,0.404412,0
2,GMM,0.197874,1
2,GMM,0.484099,0
2,GMM,0.558401,1
2,GMM,0.375626,1
2,GMM,0.458887,1
2,GMM,0.441003,1
2,GMM,0.132022,1
2,GMM,0.473286,1
2,GMM,0.120957,1
2,GMM,-0.008768,1
2,GMM,0.576743,1
2,GMM,0.563213,1
2,GMM,0.329877,1
2,GMM,0.554583,1
2,GMM,0.159392,1
2,GMM,0.151458,1
2,GMM,0.570751,1
2,GMM,0.421844,0
2,GMM,0.052433,1
2,GMM,0.149338,1
2,GMM,0.139681,1
2,GMM,0.185864,1
2,GMM,0.579827,1
2,GMM,0.100015,1
2,GMM,0.425329,0
2,GMM,0.575624,1
2,GMM,0.061932,1
2,GMM,0.422913,0
2,GMM,0.457614,0
2,GMM,0.138399,1
2,GMM,0.529554,1
2,GMM,0.553755,1
2,GMM,0.358577,0
2,GMM,0.569612,1
2,GMM,0.51262,1
2,GMM,0.222281,1
2,GMM,0.236126,1
2,GMM,0.384247,0
2,GMM,0.337361,1
2,GMM,0.077985,1
2,GMM,0.575849,1
2,GMM,0.547791,1
2,GMM,0.349757,1
2,GMM,0.436147,0
2,GMM,0.586967,1
2,GMM,0.561214,1
2,GMM,0.564434,1
2,GMM,0.498153,1
2,GMM,0.427168,1
2,GMM,0.179939,1
2,GMM,0.270403,1
2,GMM,0.585097,1
2,GMM,0.123117,1
2,GMM,0.094995,1
2,GMM,0.407407,0
2,GMM,0.454907,0
2,GMM,0.370801,0
2,GMM,0.33752,1
2,GMM,0.467602,0
2,GMM,0.540961,1
2,GMM,0.430964,0
2,GMM,0.551884,1
2,GMM,0.541921,1
2,GMM,0.127842,1
2,GMM,0.213207,1
2,GMM,0.568465,1
2,GMM,0.391144,1
2,GMM,0.190775,1
2,GMM,0.114882,1
2,GMM,0.471684,0
2,GMM,0.53142,1
2,GMM,0.232205,1
2,GMM,0.442399,0
2,GMM,0.083421,1
2,GMM,0.512178,1
2,GMM,0.54868,1
2,GMM,0.451692,0
2,GMM,0.236432,0
2,GMM,0.387832,0
2,GMM,0.215716,1
2,GMM,0.425582,1
2,GMM,0.147659,1
2,GMM,0.573966,1
2,GMM,0.588008,1
2,GMM,0.557546,1
2,GMM,0.586179,1
2,GMM,0.230707,1
2,GMM,0.571173,1
2,GMM,0.57788,1
2,GMM,0.32433,1
2,GMM,0.49494,1
2,GMM,0.441214,0
2,GMM,0.47367,0
2,GMM,0.431649,0
2,GMM,0.575728,1
2,GMM,0.551176,1
2,GMM,0.408257,0
2,GMM,0.575275,1
2,GMM,0.584639,1
2,GMM,0.436804,1
2,GMM,0.584432,1
2,GMM,0.171614,1
2,GMM,0.294085,0
2,GMM,0.139375,1
2,GMM,0.148501,1
2,GMM,0.451247,1
2,GMM,0.578347,1
2,GMM,0.431252,0
2,GMM,0.449679,0
2,GMM,0.578599,1
2,GMM,0.435951,1
2,GMM,0.583635,1
2,GMM,0.464385,1
2,GMM,0.172524,1
2,GMM,0.054729,1
2,GMM,0.50999,1
2,GMM,0.485846,1
2,GMM,0.111999,1
2,GMM,0.286248,0
3,Kmeans,0.170054,2
3,Kmeans,0.371713,0
3,Kmeans,0.474677,1
3,Kmeans,0.386988,2
3,Kmeans,0.121516,0
3,Kmeans,0.350109,2
3,Kmeans,0.267851,1
3,Kmeans,0.348455,1
3,Kmeans,0.090292,1
3,Kmeans,0.235077,0
3,Kmeans,0.362037,0
3,Kmeans,0.347346,0
3,Kmeans,0.40773,0
3,Kmeans,0.385085,1
3,Kmeans,0.410524,1
3,Kmeans,0.214781,0
3,Kmeans,0.437222,2
3,Kmeans,0.4271,0
3,Kmeans,0.310094,2
3,Kmeans,0.258972,0
3,Kmeans,0.407505,0
3,Kmeans,0.201497,0
3,Kmeans,0.342732,0
3,Kmeans,0.512732,1
3,Kmeans,0.200251,1
3,Kmeans,0.200403,1
3,Kmeans,0.031451,0
3,Kmeans,0.367569,1
3,Kmeans,0.477007,1
3,Kmeans,0.507059,1
3,Kmeans,0.370782,0
3,Kmeans,0.465229,1
3,Kmeans,0.47697,1
3,Kmeans,0.446186,2
3,Kmeans,0.415825,1
3,Kmeans,0.406108,0
3,Kmeans,0.336043,0
3,Kmeans,0.321046,0
3,Kmeans,0.504972,1
3,Kmeans,0.372793,2
3,Kmeans,0.263066,0
3,Kmeans,0.224856,1
3,Kmeans,0.334509,1
3,Kmeans,-0.02933,0
3,Kmeans,0.317331,2
3,Kmeans,0.353368,0
3,Kmeans,0.184607,1
3,Kmeans,0.297152,2
3,Kmeans,0.449814,1
3,Kmeans,0.374121,1
3,Kmeans,0.225099,2
3,Kmeans,0.195272,1
3,Kmeans,0.482996,1
3,Kmeans,0.373191,0
3,Kmeans,0.332151,0
3,Kmeans,0.489888,1
3,Kmeans,0.381689,0
3,Kmeans,0.249791,1
3,Kmeans,0.424836,2
3,Kmeans,0.247648,1
3,Kmeans,0.477736,1
3,Kmeans,0.515691,1
3,Kmeans,0.347958,0
3,Kmeans,0.166628,1
3,Kmeans,0.473672,2
3,Kmeans,0.143373,1
3,Kmeans,0.26226,0
3,Kmeans,0.351901,0
3,Kmeans,0.492437,1
3,Kmeans,0.449568,1
3,Kmeans,0.266789,1
3,Kmeans,0.281824,0
3,Kmeans,0.266195,1
3,Kmeans,0.413708,1
3,Kmeans,0.250391,0
3,Kmeans,0.215819,0
3,Kmeans,0.419285,0
3,Kmeans,0.389287,0
3,Kmeans,0.303426,2
3,Kmeans,0.301117,0
3,Kmeans,0.393561,0
3,Kmeans,0.365507,1
3,Kmeans,0.3485,0
3,Kmeans,0.375877,0
3,Kmeans,0.325436,2
3,Kmeans,0.290341,0
3,Kmeans,0.22071,0
3,Kmeans,0.262787,1
3,Kmeans,0.477202,1
3,Kmeans,0.464853,1
3,Kmeans,0.264297,2
3,Kmeans,0.499306,1
3,Kmeans,0.238324,1
3,Kmeans,0.430423,0
3,Kmeans,0.502118,1
3,Kmeans,0.407506,2
3,Kmeans,0.205494,0
3,Kmeans,0.26696,2
3,Kmeans,0.403345,1
3,Kmeans,0.354059,0
3,Kmeans,0.47428,1
3,Kmeans,0.270473,2
3,Kmeans,0.390518,0
3,Kmeans,0.399954,1
3,Kmeans,0.375829,0
3,Kmeans,0.389459,0
3,Kmeans,0.475761,1
3,Kmeans,0.392734,1
3,Kmeans,0.260775,1
3,Kmeans,0.380427,0
3,Kmeans,0.295497,0
3,Kmeans,0.384515,0
3,Kmeans,0.214866,0
3,Kmeans,0.526376,1
3,Kmeans,0.514888,1
3,Kmeans,0.268347,1
3,Kmeans,0.214837,0
3,Kmeans,0.254913,1
3,Kmeans,0.350088,2
3,Kmeans,-0.006323,0
3,Kmeans,0.418346,2
3,Kmeans,0.309754,2
3,Kmeans,0.268767,2
3,Kmeans,0.515885,1
3,Kmeans,0.413782,0
3,Kmeans,0.433194,0
3,Kmeans,0.164924,2
3,Kmeans,0.399902,0
3,Kmeans,0.466606,1
3,Kmeans,0.365342,0
3,Kmeans,0.393803,0
3,Kmeans,0.383595,0
3,Kmeans,0.511057,1
3,Kmeans,0.417247,0
3,Kmeans,0.382899,1
3,Kmeans,0.423124,0
3,Kmeans,0.462676,2
3,Kmeans,0.479199,1
3,Kmeans,0.346123,0
3,Kmeans,0.48318,1
3,Kmeans,0.250549,0
3,Kmeans,0.362852,2
3,Kmeans,0.365715,0
3,Kmeans,0.24628,0
3,Kmeans,0.507426,1
3,Kmeans,0.251192,1
3,Kmeans,0.27089,0
3,Kmeans,0.515722,1
3,Kmeans,0.243054,1
3,Kmeans,0.389974,0
3,Kmeans,0.507639,1
3,Kmeans,0.206689,0
3,Kmeans,0.257409,1
3,Kmeans,0.251286,1
3,Kmeans,0.227658,2
3,Kmeans,0.26842,0
3,Kmeans,0.35995,0
3,Kmeans,0.358605,0
3,Kmeans,0.380437,0
3,Kmeans,0.486476,1
3,Kmeans,0.479561,1
3,Kmeans,0.367853,1
3,Kmeans,0.366423,1
3,Kmeans,0.384134,0
3,Kmeans,0.474992,1
3,Kmeans,0.492118,1
3,Kmeans,0.18408,0
3,Kmeans,0.251725,1
3,Kmeans,0.524009,1
3,Kmeans,0.227323,1
3,Kmeans,0.347841,0
3,Kmeans,0.26011,0
3,Kmeans,0.431165,0
3,Kmeans,0.093001,1
3,Kmeans,0.233221,1
3,Kmeans,0.502118,1
3,Kmeans,0.007178,0
3,Kmeans,0.471397,1
3,Kmeans,0.459422,2
3,Kmeans,0.341513,0
3,Kmeans,0.359673,0
3,Kmeans,0.454466,2
3,Kmeans,0.415901,0
3,Kmeans,0.349381,0
3,Kmeans,0.498112,1
3,Kmeans,0.500179,1
3,Kmeans,0.339142,2
3,Kmeans,0.157421,1
3,Kmeans,0.295969,2
3,Kmeans,0.258544,1
3,Kmeans,0.257224,1
3,Kmeans,0.333554,2
3,Kmeans,0.380558,1
3,Kmeans,0.392101,0
3,Kmeans,0.480216,1
3,Kmeans,0.518177,1
3,Kmeans,0.156114,0
3,Kmeans,0.429267,1
3,Kmeans,0.202946,0
3,Kmeans,0.231028,0
3,Kmeans,0.35017,1
3,Kmeans,0.526885,1
3,Kmeans,0.472614,1
3,Kmeans,0.358981,1
3,Kmeans,0.447686,2
3,Kmeans,0.386236,0
3,Kmeans,0.127081,1
3,Kmeans,0.36112,0
3,Kmeans,0.416043,1
3,Kmeans,0.360553,0
3,Kmeans,0.436523,2
3,Kmeans,0.329809,0
3,Kmeans,0.406774,2
3,Kmeans,0.398566,0
3,Kmeans,0.475431,1
3,Kmeans,0.236894,1
3,Kmeans,0.327604,1
3,Kmeans,0.247979,1
3,Kmeans,0.237826,1
3,Kmeans,0.362241,1
3,Kmeans,0.222626,1
3,Kmeans,-0.044131,0
3,Kmeans,0.509363,1
3,Kmeans,0.487933,1
3,Kmeans,0.346852,2
3,Kmeans,0.466171,1
3,Kmeans,0.266871,1
3,Kmeans,0.259296,1
3,Kmeans,0.493969,1
3,Kmeans,0.347179,0
3,Kmeans,0.142331,1
3,Kmeans,0.253707,1
3,Kmeans,0.401344,2
3,Kmeans,0.439279,2
3,Kmeans,0.511538,1
3,Kmeans,0.197589,1
3,Kmeans,0.342698,0
3,Kmeans,0.506637,1
3,Kmeans,0.143287,1
3,Kmeans,0.349607,0
3,Kmeans,0.373745,0
3,Kmeans,0.41541,2
3,Kmeans,0.425847,1
3,Kmeans,0.466007,1
3,Kmeans,0.279554,0
3,Kmeans,0.497141,1
3,Kmeans,0.404147,1
3,Kmeans,0.43461,2
3,Kmeans,0.441197,2
3,Kmeans,0.303435,0
3,Kmeans,0.327063,2
3,Kmeans,0.360469,2
3,Kmeans,0.507949,1
3,Kmeans,0.461841,1
3,Kmeans,0.196217,1
3,Kmeans,0.352856,0
3,Kmeans,0.525486,1
3,Kmeans,0.483607,1
3,Kmeans,0.485443,1
3,Kmeans,0.388025,1
3,Kmeans,0.231965,1
3,Kmeans,0.427101,2
3,Kmeans,0.334166,2
3,Kmeans,0.521389,1
3,Kmeans,0.215131,2
3,Kmeans,0.127597,2
3,Kmeans,0.326921,0
3,Kmeans,0.377793,0
3,Kmeans,0.30022,0
3,Kmeans,0.348873,2
3,Kmeans,0.382746,0
3,Kmeans,0.445822,1
3,Kmeans,0.342965,0
3,Kmeans,0.463182,1
3,Kmeans,0.444166,1
3,Kmeans,0.227695,1
3,Kmeans,0.459307,2
3,Kmeans,0.490608,1
3,Kmeans,0.185774,1
3,Kmeans,0.423422,2
3,Kmeans,0.219398,1
3,Kmeans,0.38613,0
3,Kmeans,0.438172,1
3,Kmeans,0.235795,2
3,Kmeans,0.358216,0
3,Kmeans,0.375344,2
3,Kmeans,0.413245,1
3,Kmeans,0.458216,1
3,Kmeans,0.368569,0
3,Kmeans,0.205777,0
3,Kmeans,0.312452,0
3,Kmeans,0.466532,2
3,Kmeans,0.22695,1
3,Kmeans,0.256621,1
3,Kmeans,0.502449,1
3,Kmeans,0.526089,1
3,Kmeans,0.471905,1
3,Kmeans,0.524834,1
3,Kmeans,0.45859,2
3,Kmeans,0.500549,1
3,Kmeans,0.511548,1
3,Kmeans,0.341729,2
3,Kmeans,0.387539,1
3,Kmeans,0.358422,0
3,Kmeans,0.391723,0
3,Kmeans,0.353341,0
3,Kmeans,0.507711,1
3,Kmeans,0.46843,1
3,Kmeans,0.326376,0
3,Kmeans,0.507066,1
3,Kmeans,0.522061,1
3,Kmeans,0.302314,1
3,Kmeans,0.519622,1
